Ma_BDS,Dia_chi,Tong_gia (trieu),Tien_m2 (trieu/m2),Loại hình,Chiều ngang,Chiều dài,Hướng cửa chính
UY4G2S,"Thửa 41 - tờ 47 Bùi Sĩ Tiêm, P.Hòa Cường Bắc, Q.Hải Châu, TP. Đà Nẵng",24000000.0,161.39,Đất,7.14m,16.45m,Nam
5HWPE7,"Thửa 194 - Tờ 73, Số 176 Nguyễn Chơn, P.Hòa Minh, Q.Liên Chiểu, TP. Đà Nẵng",6500000.0,76.47,Đất,5m,17m,Đông Nam
SDFEM5,"Thửa 185 -Tờ 176, số 868 Tôn Đản, P.Hòa Phát, Q.Cẩm Lệ, TP. Đà Nẵng",4750000.0,57.5,Đất,4.5m,20.79m,Đông Bắc
7KW52A,"Thửa 148 - Tờ 215 Liêm Lạc 14, P.Hòa Xuân, Q.Cẩm Lệ, TP. Đà Nẵng",3950000.0,39.5,Đất,5m,20m,Tây
37KMJQ,"Thửa 418 -Tờ 00, Số 54 Vũ Thạnh, P.Hòa Xuân, Q.Cẩm Lệ, TP. Đà Nẵng",5100000.0,51.0,Đất,5m,20m,Nam
UYBV8S,"Thửa 255 - Tờ 72, Số 143 Thanh Nghị, P.Hòa Minh, Q.Liên Chiểu, TP. Đà Nẵng",6750000.0,67.5,Đất,4.5m,20m,Đông Bắc
J2MAD0,"Thửa 264 - Tờ 132, Số 93 Trần Lựu, P.Hòa Xuân, Q.Cẩm Lệ, TP. Đà Nẵng",4500000.0,45.0,Đất,5m,20m,Tây
85H0V3,"Thửa 173 - Tờ 125, Số 29 Phan Tốn, P.Hoà Quý, Q.Ngũ Hành Sơn, TP. Đà Nẵng",5050000.0,50.5,Đất,5m,20m,Tây Bắc
1UAG96,"Thửa 09 - Tờ B2.7, Số 60 Phan Khoang, P.Hòa An, Q.Cẩm Lệ, TP. Đà Nẵng",5800000.0,48.94,Đất,5m,23.6m,Đông Nam
DERMTH,"382/5/26 Tôn Đản, P.Hòa An, Q.Cẩm Lệ, TP. Đà Nẵng",3350000.0,29.3,Đất,5m,23m,Nam
85DEN3,"Thửa 22 - Tờ B2.28, Số 89 Hoàng Ngân, P.Hòa Xuân, Q.Cẩm Lệ, TP. Đà Nẵng",5500000.0,55.0,Đất,5m,20m,Tây Bắc
7KESTA,"Thửa 283 - Tờ 47, Số 111 Bùi Hiển, P.Hòa An, Q.Cẩm Lệ, TP. Đà Nẵng",6250000.0,62.5,Đất,5m,20m,Tây Nam
ACE13Y,"Kiệt 1062/9 Trường Chinh, P.Hòa Phát, Q.Cẩm Lệ, TP. Đà Nẵng",2390000.0,37.93,Đất,4.5m,14m,Bắc
ACEM6Y,"Thửa 192 - Tờ 30, Số 126 Trần Minh Tông, P.Hòa Minh, Q.Liên Chiểu, TP. Đà Nẵng",7950000.0,79.5,Đất,5m,20m,Đông Nam
9TXD9P,"Thửa 57 - Tờ 59, Số 64 Lê Lợi, P.Cái Khế, Q.Ninh Kiều, TP. Cần Thơ",31500000.0,127.01,Đất,7.3m,34m,Đông Bắc
9T21EP,"Thửa 525 - Tờ B2.13, Số 157 Đô Đốc Lân, P.Hòa Xuân, Q.Cẩm Lệ, TP. Đà Nẵng",5990000.0,59.9,Đất,5m,20m,Tây
6SQDD8,"Thửa 220 - Tờ 175 Khánh An 12, P.Hòa Khánh Nam, Q.Liên Chiểu, TP. Đà Nẵng",4050000.0,45.71,Đất,3.95m,19.83m,Tây Nam
2MT43Z,"Thửa 390 - Tờ 18 Tôn Đản, P.Hòa Phát, Q.Cẩm Lệ, TP. Đà Nẵng",3650000.0,35.96,Đất,5.15m,20.3m,Bắc
5D59P7,"Thửa 125 - Tờ 103, Kiệt 109 Tô Hiệu, P.Hòa Minh, Q.Liên Chiểu, TP. Đà Nẵng",2650000.0,43.87,Đất,5.08m,12.42m,Đông Bắc
358GGQ,"228 Kỳ Đồng, P.Thanh Khê Đông, Q.Thanh Khê, TP. Đà Nẵng",8500000.0,90.04,Đất,4.5m,21.5m,Đông Nam
SB2EZ5,"Thửa 04 - Tờ 01-2022 Thôn Đức Phong, Xã Đại Đồng, H.Kiến Thuỵ, TP. Hải Phòng",2630000.0,20.49,Đất,4.5m,28.7m,Tây Bắc
SB2EG5,"Thửa 1595 - tờ 8 TDP Phúc Nam, P.Lưu Kiếm, TP.Thuỷ Nguyên, TP. Hải Phòng",600.0,11.95,Đất,4m,13.82m,Tây Bắc
UCGBHS,"Thửa 604 - Tờ 14 Thôn Minh Liễn, Xã Minh Tân, H.Kiến Thuỵ, TP. Hải Phòng",1350000.0,15.3,Đất,4.85m,18.03m,Đông Bắc
AFNWKY,"Thửa 1724 - tờ 2 Thôn 8, Xã Liên Xuân, TP.Thuỷ Nguyên, TP. Hải Phòng",1500000.0,16.94,Đất,5m,17.7m,Đông Bắc
6YJYX8,"Thửa 603 - Tờ 14 Thôn Minh Liễn, Xã Minh Tân, H.Kiến Thuỵ, TP. Hải Phòng",1320000.0,15.29,Đất,4.85m,17.6m,Đông Bắc
5EZHM7,"Thửa 219 - tờ 25 Thôn Đạc Tài, Xã Mai Đình, H.Sóc Sơn, TP. Hà Nội",4070000.0000000005,35.08,Đất,5.8m,20.63m,Tây Bắc
SBGU45,"Thửa 601 - tờ 28 Kiệt 16, Minh Mạng, P.Thuỷ Xuân, Q.Thuận Hóa, TP. Huế",1800000.0,15.12,Đất,4.5m,26m,Tây Bắc
DRXQTH,"Thửa 422 - tờ 8 Thôn Xuân Linh, Xã Thủy Xuân Tiên, H.Chương Mỹ, TP. Hà Nội",5430000.0,23.0,Đất,10m,24.5m,Bắc
9VABWP,"Thửa 846 - Tờ 24 Thôn Tam Kiệt, Xã Hữu Bằng, H.Kiến Thuỵ, TP. Hải Phòng",1390000.0,20.17,Đất,5.6m,12.37m,Tây Nam
0M5449,"Thửa 176 - Tờ 133 Đào Sư Tích, P.Hòa Minh, Q.Liên Chiểu, TP. Đà Nẵng",4900000.0,54.44,Đất,5m,18m,Đông Bắc
UC9VES,"Thửa 1303B-4 - tờ 04 Thôn Trại Kênh, P.Trần Hưng Đạo, TP.Thuỷ Nguyên, TP. Hải Phòng",799.0,13.31,Đất,7m,10.43m,Nam
EG6U74,"Thửa 343 - tờ 59 đường Trần Quang Khải, P.Cái Khế, Q.Ninh Kiều, TP. Cần Thơ",22000000.0,95.32,Đất,12m,19.2m,Tây Bắc
K0MX4C,"Thửa 276 - tờ 1 Thôn Xuân La, Xã Thanh Sơn, H.Kiến Thuỵ, TP. Hải Phòng",3200000.0,27.35,Đất,4.7m,23.5m,Đông Nam
SBP015,"Thửa 64 - tờ 172 Trần Hữu Duẩn, P.Hòa Xuân, Q.Cẩm Lệ, TP. Đà Nẵng",4480000.0,39.64,Đất,5m,22.6m,Nam
5EG4U7,"Thửa 1115 - tờ 48 Nguyễn Viết Xuân, P.Trà An, Q.Bình Thuỷ, TP. Cần Thơ",1250000.0,11.8,Đất,4.22m,25.1m,Đông Nam
28D67Z,"Thửa 152 - tờ 51 Phạm Văn Đồng, P.Tân Thành, Q.Dương Kinh, TP. Hải Phòng",3450000.0,55.02,Đất,5.7m,11m,Tây Nam
YWTKGD,"24 (Thửa 82 - tờ 160) Trương Văn Đa, P.Hòa Khánh Nam, Q.Liên Chiểu, TP. Đà Nẵng",5600000.0,69.65,Đất,5m,16.07m,Đông Nam
UC048S,"Thửa 98 - Tờ 55 Hòa Phú 27, P.Hòa Minh, Q.Liên Chiểu, TP. Đà Nẵng",6650000.0,71.89,Đất,5m,18.5m,Đông Bắc
QKJSQU,"Thửa 15 - Tờ 285 Số 201 Đồng Kè, P.Hòa Khánh Bắc, Q.Liên Chiểu, TP. Đà Nẵng",6000000.0,42.97,Đất,5m,28.75m,Đông Bắc
C9XYXB,"Thửa 127 - tờ 139 K52 Phan Thanh, P.Thạc Gián, Q.Thanh Khê, TP. Đà Nẵng",3750000.0,68.55,Đất,4.17m,13.71m,Bắc
DRZS1H,"Thửa 126 - tờ 139 K52 Phan Thanh, P.Thạc Gián, Q.Thanh Khê, TP. Đà Nẵng",3750000.0,65.9,Đất,4.12m,14.76m,Tây Bắc
C9XANB,"Thửa 76 - tờ 28 Trần Duy Chiến, P.Mân Thái, Q.Sơn Trà, TP. Đà Nẵng",17500000.0,165.09,Đất,5m,21.2m,Đông Nam
K0N69C,"80 Ngõ 1, Q.Nam Từ Liêm, TP. Hà Nội",6330000.0,100.47,Đất,,,Đông Bắc
5E0NR7,"Thửa 4 - Tờ B2-20 Phan Quang Định, Xã Hòa Sơn, H.Hòa Vang, TP. Đà Nẵng",3400000.0,34.0,Đất,5m,20m,Đông Nam
74JC8A,"Thửa 410 - Tờ 31 Nguyễn Danh Thực, P.Thủy Phương, TX.Hương Thủy, TP. Huế",1890000.0,12.0,Đất,7.5m,21m,Đông Bắc
P1QXQG,"Thửa 192 - Tờ 2 Miếu Bông 4, Xã Hòa Phước, H.Hòa Vang, TP. Đà Nẵng",3700000.0,40.04,Đất,6.05m,15.8m,Đông Bắc
YW9BVD,"Thửa 632 - Tờ 277 TDP Giáng Đông, Xã Hòa Châu, H.Hòa Vang, TP. Đà Nẵng",1850000.0,18.08,Đất,8.01m,14.31m,Đông Nam
8DCT53,"Thửa 221 - tờ 18 Thôn Kinh Đào, Xã An Mỹ, H.Mỹ Đức, TP. Hà Nội",1280000.0,13.53,Đất,4.24m,22.06m,Tây Bắc
42NRJF,"Thửa 592 - Tờ 107 Phú Sơn 1, Xã Hòa Khương, H.Hòa Vang, TP. Đà Nẵng",1890000.0,15.24,Đất,5.56m,25m,Đông
8DCQF3,"Thửa 226 - Tờ 7 TĐC Hoà Sơn, Xã Hòa Sơn, H.Hòa Vang, TP. Đà Nẵng",3700000.0,18.08,Đất,10.5m,20m,Bắc
3HCJCQ,"K40/02 Nguyễn Thành Hãn, P.Hòa Thuận Tây, Q.Hải Châu, TP. Đà Nẵng",11300000.0,64.2,Đất,6m,25m,Tây Bắc
JXVUY0,"Thửa 879 - tờ 3 Thôn Phượng Nghĩa, Xã Phụng Châu, H.Chương Mỹ, TP. Hà Nội",2100000.0,63.15,Đất,3.5m,9.5m,
UCC26S,"Thửa 19 - Tờ B2-12, Số 62 Phan Văn Đáng, Xã Hòa Châu, H.Hòa Vang, TP. Đà Nẵng",4900000.0,54.44,Đất,5m,18m,Nam
EGGJ14,"Thửa 293 - tờ 27 đường Thôn Lai Tảo, Xã Mỹ Xuyên, H.Mỹ Đức, TP. Hà Nội",790.0,17.95,Đất,6.5m,6.99m,Tây
3HYFDQ,"Thửa 483 - Tờ 138 TDP Hưởng Phước, Xã Hòa Liên, H.Hòa Vang, TP. Đà Nẵng",1700000.0,13.6,Đất,5m,24.93m,Bắc
6Y7HQ8,"Nguyễn Văn Cừ, P.An Khánh, Q.Ninh Kiều, TP. Cần Thơ",4500000.0,31.89,Đất,,,Tây Nam
6Y5518,"Thửa 119 - tờ 24 Trần Minh Tông, P.Hòa Minh, Q.Liên Chiểu, TP. Đà Nẵng",8199999.999999999,78.09,Đất,5m,21m,Đông Nam
74CC3A,"Thửa 368 - tờ 53 Bàu Mạc 7, P.Hòa Khánh Bắc, Q.Liên Chiểu, TP. Đà Nẵng",5150000.0,47.9,Đất,5m,21.5m,Đông Nam
QKYYMU,"Thửa 188 - tờ 52 Bàu Mạc 21, P.Hòa Khánh Bắc, Q.Liên Chiểu, TP. Đà Nẵng",5400000.0,54.0,Đất,5m,20m,Tây Bắc
QKYYWU,"Thửa 307 - tờ 28 Long Châu Miếu, Xã Phụng Châu, H.Chương Mỹ, TP. Hà Nội",2850000.0,43.44,Đất,3.62m,18m,Tây Nam
3HAUVQ,"Thửa 2054 - Tờ 15 KDC Bình Nhựt, P.Long Hòa, Q.Bình Thuỷ, TP. Cần Thơ",2390000.0,37.99,Đất,5m,12.5m,Tây Bắc
QKAVJU,"Thửa 107a - tờ 29 Thôn Cốc Liễn, Xã Minh Tân, H.Kiến Thuỵ, TP. Hải Phòng",3650000.0,24.82,Đất,5m,30m,Đông Bắc
6YSJ98,"Thửa 237 (222-1) - tờ 42 K44 Nguyễn Khoa Chiêm, P.An Tây, Q.Thuận Hóa, TP. Huế",1900000.0,15.01,Đất,5.83m,21.72m,Đông
G6XTA2,"Thửa C493 Bùi Xuân Phái, P.Thủy Dương, TX.Hương Thủy, TP. Huế",3250000.0,27.08,Đất,6m,20m,Tây Nam
8DST43,"Thửa 376.2 - tờ 12 Thôn Tân Linh, Xã Minh Tân, H.Kiến Thuỵ, TP. Hải Phòng",1490000.0,15.68,Đất,5m,19.7m,Đông Nam
WT0XER,"Thửa 765 - tờ 40 Thủy Tú, TDP Tân Lập, P.Thuận An, Q.Thuận Hóa, TP. Huế",650.0,10.45,Đất,11.19m,4.98m,Bắc
QK5BZU,"Thửa 2247 - Tờ 5 KV Bình Phó A, P.Long Tuyền, Q.Bình Thuỷ, TP. Cần Thơ",1150000.0,17.13,Đất,5m,13.44m,Tây Nam
DRCE9H,"Thửa 49 - Tờ 41 Thôn Quan Châu, Xã Hòa Châu, H.Hòa Vang, TP. Đà Nẵng",2250000.0,22.5,Đất,5m,20m,Tây Nam
RN9GMJ,"Thửa 2137 - Tờ 12 Thôn Giáng Đông, Xã Hòa Châu, H.Hòa Vang, TP. Đà Nẵng",2680000.0,24.58,Đất,5.5m,17.2m,Đông Bắc
3HUVXQ,"Thửa 473 - tờ 32 K60 Mẹ Nhu, P.Thanh Khê Tây, Q.Thanh Khê, TP. Đà Nẵng",2290000.0,41.71,Đất,5.65m,10.01m,Đông Bắc
28TXRZ,"Thửa 429 - tờ 34 Thôn Đông Cựu, Xã Phú Nghĩa, H.Chương Mỹ, TP. Hà Nội",3400000.0,34.94,Đất,5.2m,18.82m,Đông Nam
0X05P9,"Thửa 141-B2-3 - tờ SO2TDTT Đà Sơn 5, P.Hòa Khánh Nam, Q.Liên Chiểu, TP. Đà Nẵng",5680000.0,46.78,Đất,8.52m,20m,Tây Bắc
UK82HS,"Thửa 2133 - Tờ 9 Thôn Quan Châu, Xã Hòa Châu, H.Hòa Vang, TP. Đà Nẵng",2069999.9999999998,20.7,Đất,9.8m,16.2m,Đông Bắc
UK1GKS,"Thửa  318 - Tờ 8 Thôn Kim Bông, Xã Hạ Bằng, H.Thạch Thất, TP. Hà Nội",6500000.0,48.11,Đất,5m,26.85m,Nam
QHMHVU,"Thửa 517 - tờ 12 Thôn Đồng Mít, Xã Đồng Tâm, H.Mỹ Đức, TP. Hà Nội",1200000.0,24.0,Đất,4.05m,12.65m,Tây
7E65CA,"Thửa 983 - Tờ 46 Rạch Trà Niền Lớn, TT.Phong Điền, H.Phong Điền, TP. Cần Thơ",690.0,2.3,Đất,10.66m,43.52m,Tây Nam
RTKCNJ,"Thửa 53 - tờ 158 Nguyễn Lương Bằng, P.Hòa Hiệp Nam, Q.Liên Chiểu, TP. Đà Nẵng",2590000.0,31.97,Đất,7.08m,13.82m,Đông Nam
SCM8U5,"Thửa 19 - tờ Quy hoạch chia lô Thôn Đông Tác, Xã Đại Hợp, H.Kiến Thuỵ, TP. Hải Phòng",1750000.0,14.83,Đất,4m,20m,Đông Bắc
6A24M8,"Thửa 239 - Tờ 253 Trung Lập 5, P.Hòa Hiệp Nam, Q.Liên Chiểu, TP. Đà Nẵng",3550000.0,35.5,Đất,5m,20m,Tây Bắc
5BV937,"Thửa 238 - Tờ 27 Thôn Nam Yên, Xã Hòa Bắc, H.Hòa Vang, TP. Đà Nẵng",1450000.0,8.54,Đất,5m,31.64m,Tây Bắc
3DTWXQ,"Thửa 46-B2-9 - Tờ NNTT Đào Ngọc Chua, P.Hòa Hiệp Nam, Q.Liên Chiểu, TP. Đà Nẵng",3450000.0,34.5,Đất,5m,20m,Tây Bắc
QHZ3SU,"Thửa 228 - tờ 51 Thôn Nam Cương, Xã Hiền Ninh, H.Sóc Sơn, TP. Hà Nội",1150000.0,23.95,Đất,7.41m,6.68m,Tây Bắc
3D2Z5Q,"Thửa 29 - tờ N1.4 Lộc Ninh, P.Hoà Hải, Q.Ngũ Hành Sơn, TP. Đà Nẵng",5500000.0,50.45,Đất,5.5m,21m,Tây Nam
9MKYAP,"Thửa 11429 - tờ 4 Thôn Trại Kênh, P.Lưu Kiếm, TP.Thuỷ Nguyên, TP. Hải Phòng",750.0,4.57,Đất,4.22m,14.25m,Tây Bắc
PVC8MG,"Thửa 557 - tờ 79 Nguyễn Như Hạnh, P.Hòa Minh, Q.Liên Chiểu, TP. Đà Nẵng",4450000.0,66.41,Đất,3.91m,15.75m,Tây
KJVPAC,"Thửa 116/1 - tờ 02 Thôn Đền, P.Thiên Hương, TP.Thuỷ Nguyên, TP. Hải Phòng",4890000.0,34.24,Đất,6m,23.8m,Nam
DWXRYH,"Thửa 603 - tờ 28 Nguyễn Khoa Minh, P.Tứ Hạ, TX.Hương Trà, TP. Huế",3200000.0,12.97,Đất,10m,25.42m,Đông Nam
JN5X20,"Thửa 413 - Tờ 22 Nguyễn Văn Cừ, P.An Khánh, Q.Ninh Kiều, TP. Cần Thơ",2390000.0,25.47,Đất,4.5m,21.57m,Nam
G1Y002,"Thửa 1089/820F - tờ 04 Thôn 4, P.Thiên Hương, TP.Thuỷ Nguyên, TP. Hải Phòng",1890000.0,19.18,Đất,4m,24.74m,Tây Bắc
KJMYNC,"Thửa Lô 04 - tờ 06 đường 359C, P.Hoà Bình, TP.Thuỷ Nguyên, TP. Hải Phòng",4600000.0,23.0,Đất,8m,25m,Tây Nam
5B9827,"24 Khánh An 5, P.Hòa Khánh Bắc, Q.Liên Chiểu, TP. Đà Nẵng",7200000.0,48.51,Đất,,,Đông Nam
8YFP13,"102 Ven Sông Hậu, P.Trung Kiên, Q.Thốt Nốt, TP. Cần Thơ",1800000.0,11.61,Đất,,,Đông Nam
3D4ZHQ,"Thửa 35-2-2 - tờ 86 Thôn Đường Yên, Xã Xuân Nộn, H.Đông Anh, TP. Hà Nội",3650000.0,73.0,Đất,4.2m,12.05m,Tây Bắc
PVUCWG,"Thửa 101 - tờ 102 Thôn Lương Quy, Xã Xuân Nộn, H.Đông Anh, TP. Hà Nội",3450000.0,76.66,Đất,8m,5.58m,Đông Bắc
G1SBW2,"36 (Thửa 63 - tờ 43) Phong Bắc 4, P.Hòa Thọ Đông, Q.Cẩm Lệ, TP. Đà Nẵng",5500000.0,44.35,Đất,5m,24.8m,Đông Nam
RT68NJ,"Thửa 13-B1.6 - tờ 00 Trần Đình Tri, P.Hòa Minh, Q.Liên Chiểu, TP. Đà Nẵng",11500000.0,101.05,Đất,4.5m,25.29m,Tây Bắc
6ABU08,"Thửa 252 - tờ 54 Thôn Yên Ninh, Xã Hiền Ninh, H.Sóc Sơn, TP. Hà Nội",1050000.0,20.58,Đất,4.65m,11m,Đông Nam
A40DAY,"Thửa 138 - tờ 245 Đà Sơn 5, P.Hòa Khánh Nam, Q.Liên Chiểu, TP. Đà Nẵng",3500000.0,35.0,Đất,5m,20m,Tây Bắc
EPTC04,"Thửa 487 - tờ 245 Đà Sơn 3, P.Hòa Khánh Nam, Q.Liên Chiểu, TP. Đà Nẵng",4450000.0,38.62,Đất,5.16m,24.39m,Đông Nam
5BWN07,"Thửa 171 - tờ 206 Văn Tiến Dũng, P.Hòa Xuân, Q.Cẩm Lệ, TP. Đà Nẵng",10500000.0,78.0,Đất,9.85m,20m,Tây
UK4BWS,"Thửa 292 - Tờ 100 hẻm đường Phùng Hưng, Xã Cẩm Lĩnh, H.Ba Vì, TP. Hà Nội",880.0,8.36,Đất,5m,22.57m,Nam
SCFYT5,"La Đồng Hợp Tiến, Xã Hợp Tiến, H.Mỹ Đức, TP. Hà Nội",3950000.0,31.02,Đất,5m,25.63m,Nam
7ERHZA,"Thửa 306 - Tờ 15 Thôn Kim Bí, Xã Tiên Phong, H.Ba Vì, TP. Hà Nội",1800000.0,9.0,Đất,7.11m,318m,Đông Nam
KJP4YC,"Thửa 46 - Tờ 120 Quốc Lộ 14B, Xã Hòa Khương, H.Hòa Vang, TP. Đà Nẵng",2300000.0,12.7,Đất,5.3m,35.5m,Đông Nam
KJPB7C,"Thửa 2088 - Tờ 1 Phan Trọng Tuệ, P.Phú Thứ, Q.Cái Răng, TP. Cần Thơ",3550000.0,34.29,Đất,4.5m,23m,Đông Nam
3DK8TQ,"Thửa 28 - tờ 30-HĐ Phạm Văn Đồng, P.Minh Đức, Q.Đồ Sơn, TP. Hải Phòng",11880000.0,54.0,Đất,8m,27.5m,Đông Bắc
5B4TG7,"Thửa 216-2 - tờ 219-C-II Thôn Đông Nham 2, Xã Quốc Tuấn, H.An Lão, TP. Hải Phòng",1690000.0,16.93,Đất,4.8m,21.4m,Tây Bắc
5BK097,"Thửa 1705 - tờ 41 Trưng Nữ Vương, P.Thủy Phương, TX.Hương Thủy, TP. Huế",2150000.0,17.85,Đất,6.02m,23.15m,Tây Nam
DW492H,"Thửa 560 - tờ 33 K65 Lê Ngô Cát, P.Thuỷ Xuân, Q.Thuận Hóa, TP. Huế",2650000.0,16.27,Đất,8.04m,19.26m,Tây Nam
QHAQKU,"Thửa 210 - tờ 36 Thôn Hoàng Dương, Xã Mai Đình, H.Sóc Sơn, TP. Hà Nội",1100000.0,26.37,Đất,3.82m,10.82m,Đông Nam
DWE5DH,"Thửa 1083 - Tờ 8 Rạch Bà Bộ, P.Long Tuyền, Q.Bình Thuỷ, TP. Cần Thơ",2450000.0,26.71,Đất,5.6m,16.5m,Đông Nam
4G0KRF,"167 đường 3 Tháng 2, P.Hưng Lợi, Q.Ninh Kiều, TP. Cần Thơ",34000000.0,109.85,Đất,8.7m,31.65m,Tây Bắc
9MTHNP,"Thửa 265 - tờ 61 Thôn Đồi Miễu, Xã Nam Phương Tiến, H.Chương Mỹ, TP. Hà Nội",2600000.0,26.47,Đất,5m,19.78m,Nam
8YU6J3,"Thửa 535 - tờ 2 Hoàng Động, P.Hoàng Lâm, TP.Thuỷ Nguyên, TP. Hải Phòng",1180000.0,14.62,Đất,4.6m,17.63m,Tây
C0461B,"Thửa 220 - Tờ 33 Ninh Kiều, Thôn Tràng An, TT.Chúc Sơn, H.Chương Mỹ, TP. Hà Nội",7000000.0,77.77,Đất,4.5m,20m,Tây Nam
SC7UM5,"Thửa 55 - tờ 40 Thôn Ninh Môn, Xã Hiền Ninh, H.Sóc Sơn, TP. Hà Nội",2100000.0,26.58,Đất,5.57m,14.62m,Bắc
178T36,"Thửa 1308 - tờ 31 Trưng Nữ Vương, Xã Thủy Thanh, TX.Hương Thủy, TP. Huế",3890000.0,31.75,Đất,9.53m,12.06m,Tây Nam
7EYVXA,"Thửa 90 - tờ 102 Thôn Thắng Trí, Xã Minh Trí, H.Sóc Sơn, TP. Hà Nội",1200000.0,15.0,Đất,7.42m,9.34m,Tây Nam
9MG80P,"Thửa 322 - tờ 30 Thôn Bắc Hạ, Xã Quang Tiến, H.Sóc Sơn, TP. Hà Nội",1900000.0,32.2,Đất,4.6m,12.83m,Tây Nam
0XPMK9,"Thửa 07B - tờ 13 Xóm Đông Hải, P.An Hưng, Q.Hồng Bàng, TP. Hải Phòng",1580000.0,15.8,Đất,5m,20m,Đông
26T69Z,"Thửa 274 - tờ 73 Thôn Phú Thịnh, Xã Minh Phú, H.Sóc Sơn, TP. Hà Nội",1250000.0,13.02,Đất,6m,16.05m,Đông Nam
5BACW7,"Thửa 278 - tờ 32 Thôn Sơn Đoài, Xã Tân Minh, H.Sóc Sơn, TP. Hà Nội",1850000.0,16.42,Đất,6m,17.64m,Đông Bắc
QHSY0U,"Thửa 281 - tờ 32 Thôn Sơn Đoài, Xã Tân Minh, H.Sóc Sơn, TP. Hà Nội",1900000.0,17.08,Đất,5m,22.3m,Đông Bắc
WZJPYR,"Thửa 357 - tờ 33 Thôn Sơn Đoài, Xã Tân Minh, H.Sóc Sơn, TP. Hà Nội",1650000.0,19.18,Đất,8.2m,10.52m,Tây Nam
UHQ0US,"Thưa 264 - Tờ 134 TDC Ngô Sĩ Liên, P.Hòa Minh, Q.Liên Chiểu, TP. Đà Nẵng",4990000.0,62.37,Đất,5m,16m,Đông Bắc
AE56KY,"Thửa 669 - tờ 2 Thôn Cẩm Hoàn, Xã Thanh Sơn, H.Kiến Thuỵ, TP. Hải Phòng",1300000.0,21.03,Đất,4.3m,14.2m,Tây Bắc
AEU59Y,"Thửa N16-3 Lưu Nhân Chú, Xã Thủy Thanh, TX.Hương Thủy, TP. Huế",7650000.0,25.5,Đất,15m,20m,Tây Bắc
SK8335,"Thửa 24 - tờ 04 Công Vu 4, P.Tân Thành, Q.Dương Kinh, TP. Hải Phòng",2290000.0,23.36,Đất,4.3m,23m,Đông Nam
RZEEZJ,"Thửa 2659 - tờ 4 Thôn Nãi Sơn, Xã Tú Sơn, H.Kiến Thuỵ, TP. Hải Phòng",1600000.0,26.66,Đất,6.37m,12.3m,Đông Bắc
QD1TPU,"Thửa 46 - tờ 56 Hải Thành 2, P.Hải Thành, Q.Dương Kinh, TP. Hải Phòng",1800000.0,30.71,Đất,4.1m,15.3m,Đông Bắc
0NF7T9,"Thửa 15 - tờ 75 Hòa Phú 9, P.Hòa Minh, Q.Liên Chiểu, TP. Đà Nẵng",5400000.0,60.0,Đất,5m,18m,Đông Nam
7B1N3A,"Thửa 128 - Tờ 57 Thôn Xuân Linh, Xã Thủy Xuân Tiên, H.Chương Mỹ, TP. Hà Nội",6510000.0,21.0,Đất,13m,21.24m,Đông
QDN99U,"Thửa 1085 - Tờ 1 Xóm Gò Đậu, Xã Phú Nghĩa, H.Chương Mỹ, TP. Hà Nội",4080000.0,30.0,Đất,13.5m,10m,Tây Bắc
RZH3FJ,"Thửa 1562 - tờ 41 Nguyễn Viết Xuân, P.Thủy Phương, TX.Hương Thủy, TP. Huế",1290000.0,7.75,Đất,5m,33.29m,Đông Bắc
GV4M92,"Thửa 133 - Tờ 40 TDP Tân Lập, P.Tân Thành, Q.Dương Kinh, TP. Hải Phòng",1550000.0,20.26,Đất,4.5m,17m,Tây Nam
JTKZE0,"Thửa 836 - tờ B1-10 Hòa Liên 4, Xã Hòa Liên, H.Hòa Vang, TP. Đà Nẵng",2400000.0,19.2,Đất,5m,25m,Tây Bắc
7BMEGA,"Thửa 1849B - tờ 02 Thôn Trung, P.Lưu Kiếm, TP.Thuỷ Nguyên, TP. Hải Phòng",1700000.0,20.23,Đất,5m,16.77m,Bắc
21EMMZ,"Thửa 324 - tờ 17 Bờ Đằm 8, Xã Hòa Phước, H.Hòa Vang, TP. Đà Nẵng",3250000.0,32.5,Đất,5m,20m,Đông Nam
QDZ7YU,"Thửa 3632 - tờ 2 đường 359, P.Dương Quan, TP.Thuỷ Nguyên, TP. Hải Phòng",6850000.0,78.55,Đất,5m,17m,Nam
QDGE7U,"Thửa 80 - tờ 335 Đào Ngọc Chua, P.Hòa Hiệp Nam, Q.Liên Chiểu, TP. Đà Nẵng",3550000.0,35.5,Đất,5m,20m,Tây Bắc
0N7JF9,"Thửa 540 - Tờ 31 KQH Thanh Lam, P.Thủy Phương, TX.Hương Thủy, TP. Huế",2310000.0,14.0,Đất,7.5m,22m,Tây Nam
KRMKMC,"Thửa 2325 - Tờ 152 Thôn Lệ Sơn, Xã Hòa Tiến, H.Hòa Vang, TP. Đà Nẵng",1850000.0,15.16,Đất,5.15m,23.99m,Tây Nam
GVYJR2,"Thửa 13 B1.17 - tờ KT01/01 Nguyễn Đăng Giai, P.Thọ Quang, Q.Sơn Trà, TP. Đà Nẵng",11700000.0,130.0,Đất,5m,18m,Bắc
7B2J8A,"Thửa 09-C8 - tờ 00 Ngô Nhân Tịnh, P.Hòa An, Q.Cẩm Lệ, TP. Đà Nẵng",4850000.0,53.88,Đất,5m,18m,Tây Nam
