Ma_BDS,Dia_chi,Tong_gia (trieu),Tien_m2 (trieu/m2),Loại hình,Chiều ngang,Chiều dài,Hướng cửa chính,Số phòng ngủ,Số phòng tắm,Số tầng,Diện tích đất công nhận,Diện tích sử dụng,Đường trước nhà,Nội thất,Giấy tờ pháp lý
8Y8RH3,"30A1 Kênh Nước Đen, P.Bình Hưng Hòa, Q.Bình Tân, TP.HCM",11200000.0,224.0,Nhà mặt tiền,4.04m,12.4m,Nam,5.0,5.0,5.0,50m²,234.60m²,8m,,
7E7PPA,"27 Quốc lộ 22, Xã Tân Xuân, H.Hóc Môn, TP.HCM",14500000.0,104.99,Nhà mặt tiền,8.47m,25.2m,Tây Nam,1.0,1.0,1.0,138.10m²,186.70m²,30m,,
WZFQ2R,"9A Cống Lở, P.15, Q.Tân Bình, TP.HCM",15500000.0,134.78,Nhà mặt tiền,2m,30m,Đông Nam,2.0,2.0,2.0,115m²,115m²,12m,Cơ bản,
WZFPKR,"Trương Phước Phan, P.Bình Trị Đông, Q.Bình Tân, TP.HCM",16500000.0,107.84,Nhà mặt tiền,6m,25m,Đông,4.0,5.0,4.0,153m²,,,,
5BQZQ7,"8 đường B2, KDC Bến Lức, P.7, Q.8, TP.HCM",24000000.0,200.0,Nhà mặt tiền,6m,20m,Tây Nam,6.0,7.0,5.0,120m²,391m²,12m,,
G10H12,"TL11-31 Vinhomes Saigon Park, Xã Xuân Thới Sơn, H.Hóc Môn, TP.HCM",5940000.0,118.9,Nhà mặt tiền,5m,10m,Tây Nam,3.0,3.0,4.0,50m²,148.10m²,,,
8YMS13,"Thửa 54 - tờ 7 đường số 129, Xã Tân Thạnh Đông, H.Củ Chi, TP.HCM",3700000.0,12.3,Nhà mặt tiền,7m,42.82m,Đông Bắc,15.0,15.0,1.0,300.60m²,,,,
QH172U,"Thửa 840 - tờ 93 Tỉnh Lộ 15, Xã Tân Thạnh Đông, H.Củ Chi, TP.HCM",3500000.0,16.39,Nhà mặt tiền,4.14m,42.27m,Đông,1.0,1.0,1.0,213.50m²,,20m,,Sổ riêng
5B8UB7,"505 đường Lê Trọng Tấn, P.Sơn Kỳ, Q.Tân Phú, TP.HCM",14000000.0,155.9,Nhà mặt tiền,4m,22.45m,Đông Bắc,3.0,4.0,2.0,89.80m²,82.60m²,36m,,
A4QU9Y,"Ko có số nhà Thới tam thôn 16, Xã Thới Tam Thôn, H.Hóc Môn, TP.HCM",2980000.0,41.38,Nhà mặt tiền,4.5m,16m,Đông,2.0,2.0,2.0,72m²,,,,
6ATGN8,"266C Bình Trị Đông, P.Bình Trị Đông, Q.Bình Tân, TP.HCM",13800000.0,150.16,Nhà mặt tiền,4m,23m,Tây,6.0,6.0,4.0,91.90m²,233.80m²,,,
8YN9J3,"81 Hoàng Xuân Nhị, P.Phú Trung, Q.Tân Phú, TP.HCM",14100000.0,114.07,Nhà mặt tiền,1.93m,25.49m,Tây Bắc,5.0,2.0,2.0,123.60m²,133m²,6m,,
7E18YA,"8 Bế Văn Đàn, P.14, Q.Tân Bình, TP.HCM",49500000.0,88.83,Nhà mặt tiền,17.94m,30m,Đông Bắc,4.0,4.0,5.0,557.20m²,1251.40m²,12m,,
SCMV85,"59 Bế Văn Đàn, P.14, Q.Tân Bình, TP.HCM",17950000.0,249.3,Nhà mặt tiền,4m,18m,Tây Nam,5.0,5.0,4.0,72m²,258.80m²,,,
5BVGU7,"372 Huỳnh Văn Bánh, P.13, Q.Phú Nhuận, TP.HCM",22900000.0,401.75,Nhà mặt tiền,3.7m,15m,Nam,4.0,4.0,5.0,57m²,230m²,15m,Đầy đủ,
3DZUKQ,"16 đường số 32A, P.Bình Trị Đông B, Q.Bình Tân, TP.HCM",13800000.0,138.0,Nhà mặt tiền,5m,20m,Tây,4.0,6.0,4.0,100m²,284.40m²,7m,,
EPSEK4,"4 đường số 2, P.An Lạc, Q.Bình Tân, TP.HCM",7600000.0,119.68,Nhà mặt tiền,4.41m,16m,Đông Nam,3.0,3.0,4.0,63.50m²,190.98m²,12m,,
A4V32Y,"35 Huỳnh Văn Nghệ, P.12, Q.Gò Vấp, TP.HCM",5800000.0,103.38,Nhà mặt tiền,4.04m,15.51m,Tây Nam,2.0,2.0,2.0,56.10m²,57.30m²,4.4m,,
A4V1JY,"59/9K Tân xuân 1, Xã Tân Xuân, H.Hóc Môn, TP.HCM",4200000.0,68.85,Nhà mặt tiền,5.13m,9.45m,Tây Nam,4.0,2.0,2.0,61m²,129.40m²,8.64m,,
9MYM1P,"85B Ca Văn Thỉnh, P.11, Q.Tân Bình, TP.HCM",11380000.0,277.56,Nhà mặt tiền,5m,8.5m,Đông Bắc,6.0,6.0,6.0,41m²,250m²,10m,Đầy đủ,
QH9PMU,"Nguyễn Thị Minh Khai, P.Võ Thị Sáu, Q.3, TP.HCM",13500000.0,275.51,Nhà mặt tiền,3.5m,13.71m,Đông Bắc,4.0,4.0,4.0,49m²,197.44m²,,,
G1DDY2,"88 Quách Đình Bảo, P.Phú Thạnh, Q.Tân Phú, TP.HCM",22400000.0,172.17,Nhà mặt tiền,7.15m,18m,Tây Nam,4.0,5.0,3.0,130.10m²,296.10m²,,,
KJX9YC,"Đào Duy Từ, P.15, Q.Phú Nhuận, TP.HCM",7800000.0,129.56,Nhà mặt tiền,3.45m,10.55m,Tây Bắc,7.0,6.0,4.0,60.20m²,175.20m²,1.5m,,
5B9RD7,"Số 1 Trịnh Thị Tho, P.Hiệp Tân, Q.Tân Phú, TP.HCM",6900000.0,234.69,Nhà mặt tiền,3.5m,8.4m,Tây Bắc,4.0,3.0,4.0,29.40m²,97.60m²,,,
KJTMRC,"4 đường số 7, Khu Z756, P.12, Q.10, TP.HCM",57000000.0,647.72,Nhà mặt tiền,5.5m,16m,Tây Nam,5.0,5.0,4.0,88m²,250m²,12m,Đầy đủ,
C0TQGB,"Huỳnh Văn Bánh, P.11, Q.Phú Nhuận, TP.HCM",7200000.0,144.0,Nhà mặt tiền,3.38m,15.81m,Nam,2.0,2.0,2.0,50m²,82.60m²,4.15m,,Sổ riêng
6AB0C8,"Hoàng Văn Thụ, P.4, Q.Tân Bình, TP.HCM",18900000.0,260.33,Nhà mặt tiền,3.7m,19.8m,Đông Nam,3.0,2.0,2.0,72.60m²,101.30m²,20m,,
SCF485,"đường số 1, P.11, Q.Gò Vấp, TP.HCM",7600000.0,198.43,Nhà mặt tiền,4.3m,11.95m,Tây Nam,3.0,4.0,4.0,38.30m²,123.60m²,3.3m,,
5BW4H7,"đường số 5, P.17, Q.Gò Vấp, TP.HCM",6500000.0,126.95,Nhà mặt tiền,3.87m,13.58m,Tây Bắc,2.0,2.0,2.0,51.20m²,80.50m²,9m,,
C0P5VB,"Thửa 515 - tờ 10 Nguyễn Văn Khạ, Xã Tân An Hội, H.Củ Chi, TP.HCM",9500000.0,9.98,Nhà mặt tiền,9.05m,47.23m,Đông Nam,1.0,1.0,1.0,951.50m²,,11m,,
7EF19A,"Cách Mạng Tháng 8, P.12, Q.10, TP.HCM",19200000.0,319.46,Nhà mặt tiền,18.29m,6.4m,Đông Bắc,4.0,4.0,4.0,60.10m²,149.90m²,,,
QHYJ7U,"9 Vũ Ngọc Phan, P.13, Q.Bình Thạnh, TP.HCM",11900000.0,267.41,Nhà mặt tiền,4m,11.35m,Nam,4.0,5.0,4.0,44.50m²,160.20m²,,,
KJ400C,"364/1A Dương Quảng Hàm, P.5, Q.Gò Vấp, TP.HCM",12600000.0,177.46,Nhà mặt tiền,4.2m,17m,Tây Nam,5.0,6.0,5.0,71m²,259m²,12m,Cơ bản,
5BAQA7,"39 ( Thửa 270 - tờ 21 ) đường số 72A, Xã Tân Phú Trung, H.Củ Chi, TP.HCM",4700000.0,20.53,Nhà mặt tiền,9.4m,24.34m,Đông Bắc,2.0,1.0,1.0,228.90m²,,6m,,
8YQK63,"1770/29 Tỉnh lộ 10, P.Bình Trị Đông, Q.Bình Tân, TP.HCM",5250000.0,75.0,Nhà mặt tiền,4.5m,30m,Đông,3.0,2.0,2.0,130m²,84.60m²,,,
WZJ2HR,"Hoàng Hoa Thám, P.1, Q.Gò Vấp, TP.HCM",9800000.0,106.4,Nhà mặt tiền,14.05m,6.68m,Tây Nam,3.0,3.0,3.0,92.10m²,138.80m²,,,
SKQ0R5,"1 Bùi hữu nghĩa, P.2, Q.Bình Thạnh, TP.HCM",5250000.0,187.5,Nhà mặt tiền,4m,7m,Đông Nam,4.0,3.0,2.0,28m²,,,Cơ bản,
9XWE7P,"Thửa 812 - tờ 59 Lê Thị Siêng, Xã Tân Thông Hội, H.Củ Chi, TP.HCM",2890000.0,19.32,Nhà mặt tiền,5m,30.54m,Đông,2.0,1.0,1.0,150m²,,6m,,
21FA5Z,"6/3F1 Số 20, Linh Đông, Q.Thủ Đức cũ, TP.HCM",45000000.0,125.0,Nhà mặt tiền,15m,,,3.0,,,,360m²,,,
UHTX5S,"300 Lo lu, P.Trường Thạnh, TP.Thủ Đức, TP.HCM",15900000.0,196.78,Nhà mặt tiền,4m,20.2m,Đông Bắc,10.0,11.0,6.0,80.80m²,392.70m²,30m,Cơ bản,
679G78,"5 Đỗ Thị Tâm, P.Tân Quý, Q.Tân Phú, TP.HCM",7700000.0,105.63,Nhà mặt tiền,4m,18.19m,Đông,4.0,2.0,2.0,72.89m²,114.18m²,8m,,
UH2ZJS,"104 Nguyễn Cửu Vân, P.17, Q.Bình Thạnh, TP.HCM",28600000.0,263.83,Nhà mặt tiền,4.4m,23.2m,Tây Nam,1.0,1.0,2.0,108.40m²,203.40m²,,,
5CZ527,"19 Nguyễn Ngọc Nhựt, P.Tân Quý, Q.Tân Phú, TP.HCM",13600000.0,189.67,Nhà mặt tiền,4.1m,17.5m,Đông Nam,6.0,6.0,5.0,71.70m²,313.40m²,12m,,
15WTF6,"70 Nguyễn tư giản, P.12, Q.Gò Vấp, TP.HCM",10900000.0,170.31,Nhà mặt tiền,4m,16m,Bắc,4.0,5.0,5.0,64m²,,,Đầy đủ,
7B2MHA,"Phan Văn Trị, P.14, Q.Bình Thạnh, TP.HCM",3890000.0,209.13,Nhà mặt tiền,7.25m,3.42m,Tây Bắc,1.0,1.0,2.0,18.60m²,37.20m²,,,
QD0CJU,"đường số 10, P.Bình Hưng Hoà A, Q.Bình Tân, TP.HCM",17500000.0,141.47,Nhà mặt tiền,11.99m,13.99m,Tây Bắc,4.0,5.0,4.0,123.70m²,353.10m²,6m,Cơ bản,
JTQBK0,"Phan Đăng Lưu, P.5, Q.Phú Nhuận, TP.HCM",8500000.0,202.38,Nhà mặt tiền,5m,8.4m,,4.0,3.0,4.0,42m²,42m²,5m,Đầy đủ,
KRNNEC,"Khu Đô Thị Mizuki Park Nguyễn Văn Linh, Xã Bình Hưng, H.Bình Chánh, TP.HCM",18800000.0,75.5,Nhà mặt tiền,6m,21m,Tây Bắc,4.0,5.0,4.0,249m²,,,Bàn giao thô,
AEPPWY,"đường số 13, P.Bình Trị Đông B, Q.Bình Tân, TP.HCM",15500000.0,155.0,Nhà mặt tiền,5m,20m,Đông Nam,5.0,6.0,4.0,100m²,311.50m²,10m,,
8AEUK3,"111 Gần Chợ Bà Home, P.An Lạc, Q.Bình Tân, TP.HCM",1000000.0,22.72,Nhà mặt tiền,4m,11m,Tây Bắc,2.0,2.0,2.0,44m²,44m²,4m,Cơ bản,
QD4WWU,"48 Lê Văn Thọ, P.11, Q.Gò Vấp, TP.HCM",14900000.0,184.86,Nhà mặt tiền,4.1m,20m,Tây Bắc,6.0,7.0,4.0,80.60m²,216.40m²,20m,,
0N1859,"Đông Thạnh 4, Xã Đông Thạnh, H.Hóc Môn, TP.HCM",6350000.0,86.86,Nhà mặt tiền,4.51m,20.37m,Đông,2.0,1.0,1.0,73.10m²,,10m,,
5CFC57,"18 đường số 3, P.Bình Hưng Hoà A, Q.Bình Tân, TP.HCM",12500000.0,130.2,Nhà mặt tiền,7.2m,18.61m,Đông Nam,2.0,2.0,2.0,95.80m²,191.60m²,8m,,
UHB32S,"Thửa 42 - Tờ 15, 15B đường số 33, Xã Tân Thông Hội, H.Củ Chi, TP.HCM",7500000.0,20.17,Nhà mặt tiền,9m,41.33m,Tây Bắc,7.0,7.0,1.0,371.70m²,,6m,,
PM6C0G,"214 Liêu Bình Hương, Xã Tân Thông Hội, H.Củ Chi, TP.HCM",4300000.0,64.95,Nhà mặt tiền,3.98m,16.67m,Tây Nam,2.0,2.0,2.0,66.20m²,,8m,,
PM1FZG,"73 đường số 9, P.9, Q.Gò Vấp, TP.HCM",13900000.0,255.51,Nhà mặt tiền,4.01m,15.07m,Đông Bắc,4.0,5.0,6.0,54.40m²,218.20m²,8.8m,,
E9G234,"578.9 Phạm Văn Bạch, P.15, Q.Tân Bình, TP.HCM",8350000.0,119.28,Nhà mặt tiền,4m,18m,,3.0,2.0,2.0,70m²,70m²,,,
RZTYAJ,"2295 Huỳnh tấn phát, Xã Phú Xuân, H.Nhà Bè, TP.HCM",2390000.0,45.96,Nhà mặt tiền,4m,13m,Đông Bắc,4.0,3.0,1.0,52m²,104m²,5m,Cơ bản,
5CBJW7,"Nơ Trang Long, P.14, Q.Bình Thạnh, TP.HCM",2690000.0,56.04,Nhà mặt tiền,4m,12m,Đông Nam,3.0,3.0,1.0,48m²,48m²,4m,Đầy đủ,
GV1Z32,"Trần Hải Phụng, P.Tân Tạo, Q.Bình Tân, TP.HCM",5250000.0,40.29,Nhà mặt tiền,4.26m,30.29m,Đông Bắc,3.0,2.0,2.0,130.30m²,,8m,Đầy đủ,
JTT670,"26A ( Thửa 708 - tờ 25) Nguyễn Thị Điệp, Xã Đông Thạnh, H.Hóc Môn, TP.HCM",4850000.0,33.54,Nhà mặt tiền,5m,28.66m,Tây Nam,1.0,1.0,1.0,144.60m²,,13m,,
SKDZF5,"73 đường số 20, P.Bình Hưng Hoà A, Q.Bình Tân, TP.HCM",6450000.0,107.32,Nhà mặt tiền,3.99m,14.19m,Đông,3.0,3.0,3.0,60.10m²,62m²,,,
PMNUFG,"25A Nguyễn Hữu Cảnh, P.22, Q.Bình Thạnh, TP.HCM",15900000.0,255.21,Nhà mặt tiền,20.48m,3.4m,Nam,1.0,1.0,2.0,62.30m²,,20m,,Sổ riêng
CJWPRB,"594 Lê Văn Quới, P.Bình Hưng Hoà A, Q.Bình Tân, TP.HCM",33500000.0,170.83,Nhà mặt tiền,7.68m,23.68m,Nam,2.0,2.0,2.0,196.10m²,97.20m²,18m,,
656J48,"Xã Bình Mỹ, H.Củ Chi, TP.HCM",1390000.0,20.44,Nhà mặt tiền,4m,17m,Tây Bắc,3.0,3.0,3.0,68m²,,,Bàn giao thô,
9N0JAP,"56 Phan Đình Phùng, P.2, Q.Phú Nhuận, TP.HCM",17500000.0,460.52,Nhà mặt tiền,3.2m,12.5m,Tây Nam,5.0,5.0,7.0,38m²,255m²,,Đầy đủ,
1SM4Z6,"Nguyễn Tiểu La, P.8, Q.10, TP.HCM",10550000.0,422.0,Nhà mặt tiền,3.07m,11.84m,Tây Nam,3.0,3.0,4.0,25m²,89m²,14m,,
65VFE8,"Phan Huy Thực, P.Tân Kiểng, Q.7, TP.HCM",16900000.0,231.5,Nhà mặt tiền,4m,18.77m,Bắc,4.0,5.0,3.0,73m²,167m²,14m,,
YE79WD,"238 Nguyễn Thái Bình, P.4, Q.Tân Bình, TP.HCM",11500000.0,191.66,Nhà mặt tiền,4.8m,12.5m,Bắc,6.0,5.0,5.0,60m²,60m²,6m,Đầy đủ,
E0CZC4,"286 Phan Văn Trị, P.11, Q.Gò Vấp, TP.HCM",8300000.000000001,157.73,Nhà mặt tiền,3.25m,16.1m,Tây,2.0,1.0,1.0,52.62m²,56.19m²,,,
SHQAQ5,"33 Đặng Văn Ngữ, P.10, Q.Phú Nhuận, TP.HCM",28500000.0,278.86,Nhà mặt tiền,3.7m,27.31m,Tây,6.0,5.0,1.0,102.20m²,234.50m²,,,
3A1JJQ,"Đặng Minh Trứ, P.10, Q.Tân Bình, TP.HCM",4900000.0,88.76,Nhà mặt tiền,1.8m,21.3m,Nam,3.0,2.0,2.0,55.20m²,65.95m²,6m,Cơ bản,
R2BFNJ,"92 Lê Thị Hồng, P.17, Q.Gò Vấp, TP.HCM",25500000.0,180.46,Nhà mặt tiền,7.2m,20m,Bắc,20.0,20.0,4.0,141.30m²,443.50m²,,,
KW7VSC,"166 đường số 6, P.7, Q.Gò Vấp, TP.HCM",12300000.0,153.75,Nhà mặt tiền,8m,9.62m,Tây,5.0,4.0,5.0,80m²,189.50m²,,,
SH14E5,"6 Nguyễn Duy Dương, P.7, Q.5, TP.HCM",23900000.0,377.86,Nhà mặt tiền,3.7m,17.4m,Tây Nam,5.0,4.0,5.0,63.25m²,273.10m²,16m,,
0TARB9,"đường số 9, P.Bình Hưng Hòa, Q.Bình Tân, TP.HCM",23700000.0,41.51,Nhà mặt tiền,15.8m,36m,Đông Bắc,32.0,35.0,2.0,570.90m²,570.90m²,12m,Đầy đủ,
UDG3XS,"475 Cách mạng tháng tám, P.12, Q.10, TP.HCM",5800000.0,193.33,Nhà mặt tiền,4.4m,6.5m,,3.0,4.0,4.0,30m²,,,,
SH2VU5,"48 Phùng Văn Cung, P.7, Q.Phú Nhuận, TP.HCM",5650000.0,474.78,Nhà mặt tiền,3.75m,4.9m,Tây Nam,3.0,3.0,4.0,11.90m²,22.40m²,5.2m,,
SH2NQ5,"2 An Phú Tây Hưng Long, Xã An Phú Tây, H.Bình Chánh, TP.HCM",670.0,6.7,Nhà mặt tiền,5m,20m,Đông Bắc,3.0,2.0,1.0,100m²,100m²,5.5m,Đầy đủ,
UDJEVS,"Thửa 577 - tờ 21 Trần Văn Chấm, Xã Tân Thông Hội, H.Củ Chi, TP.HCM",4300000.0,31.8,Nhà mặt tiền,5m,31.6m,Tây Bắc,2.0,1.0,1.0,135.20m²,,10m,,
491WKF,"Thửa 550 - tờ 1 Tỉnh Lộ 8, Xã Bình Mỹ, H.Củ Chi, TP.HCM",6490000.0,12.98,Nhà mặt tiền,10m,50m,Đông Nam,2.0,1.0,1.0,500m²,,6m,,
5K02C7,"19A đường số 1, P.Bình Hưng Hoà A, Q.Bình Tân, TP.HCM",4680000.0,112.23,Nhà mặt tiền,3.99m,10.6m,Đông Nam,2.0,1.0,2.0,41.70m²,56.90m²,8m,,
3A4ZCQ,"22 ( Thửa 51 - tờ 15 ) Nguyễn Thị Lắng, Xã Phước Vĩnh An, H.Củ Chi, TP.HCM",1950000.0,10.9,Nhà mặt tiền,28.84m,26.75m,Đông Bắc,2.0,1.0,1.0,178.80m²,,6m,,
E0NEJ4,"967 Lạc Long Quân, P.11, Q.Tân Bình, TP.HCM",13500000.0,217.0,Nhà mặt tiền,3.5m,18.15m,Đông,3.0,4.0,4.0,62.21m²,171.58m²,10.4m,,
QYKD2U,"603 Lê Văn Thọ, P.14, Q.Gò Vấp, TP.HCM",17500000.0,164.47,Nhà mặt tiền,4.74m,19.08m,Đông,3.0,3.0,3.0,106.40m²,135.20m²,7.8m,,
E09KP4,"Huỳnh Tấn Phát, Khu phố 7, Thị trấn Nhà Bè, TP.HCM",550.0,34.37,Nhà mặt tiền,4m,4m,Đông,1.0,1.0,1.0,16m²,24m²,3m,,
UDHB5S,"88B Nguyễn Thị Hé, Xã Tân Thông Hội, H.Củ Chi, TP.HCM",2350000.0,17.12,Nhà mặt tiền,4.2m,30m,Tây Nam,2.0,1.0,1.0,137.20m²,,6m,,
E007R4,"243 đường số 6, P.7, Q.Gò Vấp, TP.HCM",3280000.0,134.97,Nhà mặt tiền,1.24m,11.1m,Đông,2.0,2.0,2.0,24.30m²,,4.2m,,
UDD2WS,"523 cách mạng tháng 8, P.15, Q.10, TP.HCM",8490000.0,188.86,Nhà mặt tiền,3m,16m,Đông Bắc,3.0,4.0,5.0,45m²,,,,
R2PEFJ,"Nguyễn Đình Chính, P.15, Q.Phú Nhuận, TP.HCM",23900000.0,234.77,Nhà mặt tiền,4.6m,21.5m,Đông Nam,3.0,2.0,2.0,101.80m²,117.30m²,,,
ABD1AY,"đường Thạnh Lộc 15, P.Thạnh Lộc, Q.12, TP.HCM",7300000.0,57.25,Nhà mặt tiền,7.44m,17.98m,Đông Nam,1.0,1.0,1.0,127.50m²,,,,
KWBNNC,"31 đường số 9, P.Bình Hưng Hòa, Q.Bình Tân, TP.HCM",5680000.0,69.86,Nhà mặt tiền,4.01m,20.36m,Đông Nam,2.0,2.0,2.0,81.30m²,106.81m²,8m,,Sổ riêng
7K6CHA,"MPN 502 Tỉnh Lộ 10, P.Bình Trị Đông, Q.Bình Tân, TP.HCM",5100000.0,99.02,Nhà mặt tiền,4.7m,11m,Nam,2.0,1.0,1.0,51.50m²,51.50m²,,,Sổ riêng
RGHQ4J,"19 Phan Xích Long, P.2, Q.Phú Nhuận, TP.HCM",39500000.0,460.37,Nhà mặt tiền,6.4m,13.4m,Bắc,5.0,5.0,6.0,85.80m²,351.20m²,15m,,
GX45X2,"158 đường số 59, P.14, Q.Gò Vấp, TP.HCM",15500000.0,280.79,Nhà mặt tiền,4m,14.9m,Tây Nam,3.0,5.0,5.0,55.20m²,229.20m²,8m,,Sổ riêng
8527Q3,"1 Lê Cao Lãng, P.Phú Thạnh, Q.Tân Phú, TP.HCM",2800000.0,149.73,Nhà mặt tiền,3.6m,5.9m,Tây Nam,3.0,3.0,3.0,18.70m²,,9m,,
37G01Q,"22A ( Thửa 800 - tờ 36) ấp Bàu Sim 2, Xã Tân Thông Hội, H.Củ Chi, TP.HCM",4000000.0,38.49,Nhà mặt tiền,5.01m,20.73m,Đông Bắc,2.0,2.0,2.0,103.90m²,,6m,,
SD2VS5,"174 Nguyễn Thái Bình, P.12, Q.Tân Bình, TP.HCM",5500000.0,369.12,Nhà mặt tiền,4.8m,3.9m,Đông,3.0,3.0,3.0,14.90m²,,8m,,Sổ riêng
40Q8PF,"39 Tân Thới Hiệp 09, P.Tân Thới Hiệp, Q.12, TP.HCM",5700000.0,61.55,Nhà mặt tiền,4m,23.16m,Bắc,1.0,1.0,2.0,92.60m²,69m²,12m,,
5HZEM7,"Nguyễn Văn Đậu, P.5, Q.Bình Thạnh, TP.HCM",43900000.0,348.41,Nhà mặt tiền,10.9m,19.69m,Đông Nam,7.0,7.0,8.0,126m²,826.80m²,7m,,
6SFN58,"Hoàng Văn Hợp, P.An Lạc A, Q.Bình Tân, TP.HCM",3750000.0,216.76,Nhà mặt tiền,5.3m,3.5m,Bắc,3.0,3.0,3.0,17.30m²,,6.9m,,
85E2V3,"72 Bùi Quang Là, P.12, Q.Gò Vấp, TP.HCM",7500000.0,100.4,Nhà mặt tiền,4.05m,15.58m,Đông Bắc,2.0,2.0,3.0,74.70m²,,12m,,
37E64Q,"82 đường số 8, P.Bình Hưng Hòa, Q.Bình Tân, TP.HCM",18600000.0,57.23,Nhà mặt tiền,16.58m,35.61m,Đông,2.0,2.0,1.0,325m²,,4.42m,,
QA40RU,"84 Tân sơn nhì, P.Tân Sơn Nhì, Q.Tân Phú, TP.HCM",6200000.0,124.0,Nhà mặt tiền,5m,10m,,3.0,2.0,2.0,50m²,,,,
6SCAV8,"Thửa 56 - tờ 29 Bùi Thị Điệt, Xã Phạm Văn Cội, H.Củ Chi, TP.HCM",9500000.0,5.72,Nhà mặt tiền,25.38m,65.94m,Tây Bắc,3.0,3.0,1.0,1658.90m²,,12.5m,,
0Z62T9,"33A Nguyễn Thị Huỳnh, P.8, Q.Phú Nhuận, TP.HCM",12300000.0,251.53,Nhà mặt tiền,4m,12.4m,Tây Bắc,5.0,6.0,4.0,48.90m²,178.10m²,3.9m,,
WPX4PR,"82 Trương Công Định, P.12, Q.Tân Bình, TP.HCM",8900000.0,86.4,Nhà mặt tiền,6.3m,16m,Đông Bắc,4.0,2.0,2.0,103m²,200m²,4m,Cơ bản,
7K4J3A,"60 Trịnh Thị Gắt, Xã Tân An Hội, H.Củ Chi, TP.HCM",2900000.0,12.13,Nhà mặt tiền,7.03m,30.18m,Tây Nam,2.0,1.0,1.0,239m²,,6m,,
ACFRJY,"51P Phan Tây Hồ, P.7, Q.Phú Nhuận, TP.HCM",9250000.0,234.17,Nhà mặt tiền,3.05m,13m,Đông Nam,6.0,6.0,4.0,39.50m²,135.90m²,14m,,
40GE4F,"40 ( Thửa 723 - tờ 25 ) Phạm Thị Xích, Xã Tân Thạnh Tây, H.Củ Chi, TP.HCM",5200000.0,26.34,Nhà mặt tiền,6.53m,28.4m,Nam,2.0,1.0,1.0,197.40m²,,6m,,
UYK32S,"40A đường số 42, Xã Tân Thông Hội, H.Củ Chi, TP.HCM",4099999.9999999995,34.54,Nhà mặt tiền,6.01m,19.75m,Tây Bắc,2.0,1.0,2.0,118.70m²,,6m,,
DEF75H,"Hương Lộ 2, P.Bình Trị Đông, Q.Bình Tân, TP.HCM",7700000.0,132.75,Nhà mặt tiền,4.2m,14m,Nam,5.0,5.0,5.0,58m²,,6m,Đầy đủ,
6S7TP8,"73 Bùi Thị Lành, Xã Trung An, H.Củ Chi, TP.HCM",3200000.0,28.57,Nhà mặt tiền,5.77m,22.28m,Tây Nam,2.0,2.0,2.0,112m²,107.50m²,12m,,
WP22QR,"4A đường Thạnh Xuân 24, P.Thạnh Xuân, Q.12, TP.HCM",5800000.0,77.33,Nhà mặt tiền,4m,18.78m,Tây Nam,4.0,3.0,3.0,75m²,152.80m²,15m,,
DEFEBH,"1598 Tỉnh Lộ 8, Xã Hòa Phú, H.Củ Chi, TP.HCM",5200000.0,32.43,Nhà mặt tiền,4.66m,35.96m,Đông Bắc,2.0,1.0,1.0,160.30m²,,20m,,Sổ riêng
0ZTDW9,"Bùi Đình Túy, P.12, Q.Bình Thạnh, TP.HCM",4600000.0,153.33,Nhà mặt tiền,3.5m,9m,Đông Nam,3.0,3.0,4.0,30m²,100m²,,,
0ZTA49,"796 Lê Đức Thọ, P.15, Q.Gò Vấp, TP.HCM",6500000.0,98.48,Nhà mặt tiền,5m,13m,Tây Nam,4.0,4.0,3.0,66m²,66m²,9m,Đầy đủ,
UYDPMS,"134 Đông Thạnh 5, Xã Đông Thạnh, H.Hóc Môn, TP.HCM",15500000.0,63.7,Nhà mặt tiền,8.41m,28.78m,Tây Bắc,4.0,3.0,2.0,243.30m²,319.20m²,8m,,
J2Z870,"24 Lê Thị Lơn, Xã Bình Mỹ, H.Củ Chi, TP.HCM",9500000.0,20.29,Nhà mặt tiền,13.11m,36.02m,Tây Bắc,1.0,1.0,1.0,468m²,441.10m²,6m,,
5HKCY7,"32 Lê Thị Bay, Xã Tân Thạnh Đông, H.Củ Chi, TP.HCM",2150000.0,24.57,Nhà mặt tiền,5.13m,18.37m,Đông Nam,3.0,1.0,1.0,87.50m²,,6m,,
409JPF,"931 Lũy Bán Bích, P.Tân Thành, Q.Tân Phú, TP.HCM",24300000.0,293.12,Nhà mặt tiền,4.3m,22m,Đông Nam,4.0,4.0,4.0,82.90m²,354.30m²,10m,,
2MMMCZ,"18 Nguyễn Thị Rõ, Xã Tân An Hội, H.Củ Chi, TP.HCM",2500000.0,21.73,Nhà mặt tiền,6.11m,20.91m,Tây Nam,2.0,1.0,2.0,115m²,,6m,,
UYY7ES,"59C Huỳnh Thị Thơm, Xã Tân Thông Hội, H.Củ Chi, TP.HCM",9700000.0,22.5,Nhà mặt tiền,10m,43.1m,Đông Bắc,24.0,24.0,2.0,431m²,,6m,,
SDYQG5,"15 Nguyễn Đình Chiểu, P.4, Q.Phú Nhuận, TP.HCM",10800000.0,177.04,Nhà mặt tiền,3.45m,17.3m,Đông Nam,2.0,1.0,2.0,61m²,104.90m²,16m,,
